Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type
ENSG00000205927	21	33025845	33029196	1	OLIG2	protein_coding
ENSG00000134138	15	36889204	37101299	-1	MEIS2	protein_coding
ENSG00000172216	20	50190734	50192689	1	CEBPB	protein_coding
ENSG00000156150	1	110059994	110070700	-1	ALX3	protein_coding
ENSG00000186130	9	122908056	122913330	-1	ZBTB6	protein_coding
ENSG00000165462	11	72239077	72245664	-1	PHOX2A	protein_coding
ENSG00000160224	21	44285838	44298648	1	AIRE	protein_coding
ENSG00000152284	2	85133410	85310388	1	TCF7L1	protein_coding
ENSG00000204103	20	40685848	40689240	-1	MAFB	protein_coding
ENSG00000162676	1	92474762	92486876	-1	GFI1	protein_coding
ENSG00000129152	11	17719568	17722131	1	MYOD1	protein_coding
ENSG00000007968	1	23506430	23531220	-1	E2F2	protein_coding
ENSG00000169926	15	31326855	31435665	1	KLF13	protein_coding
ENSG00000136997	8	127735434	127741434	1	MYC	protein_coding
ENSG00000126456	19	49659569	49665875	-1	IRF3	protein_coding
ENSG00000153879	19	33373330	33382686	1	CEBPG	protein_coding
ENSG00000159387	16	55323760	55330760	1	IRX6	protein_coding
ENSG00000171634	17	67825524	67984378	1	BPTF	protein_coding
ENSG00000175197	12	57516588	57521737	-1	DDIT3	protein_coding
ENSG00000166478	11	9460319	9528524	1	ZNF143	protein_coding
ENSG00000119547	18	57435685	57491297	1	ONECUT2	protein_coding
ENSG00000019549	8	48917604	48921740	-1	SNAI2	protein_coding
ENSG00000177732	20	325595	330224	1	SOX12	protein_coding
ENSG00000175832	17	43527844	43579620	-1	ETV4	protein_coding
ENSG00000106038	7	27242700	27250493	1	EVX1	protein_coding
ENSG00000165804	14	21090046	21104722	-1	ZNF219	protein_coding
ENSG00000167034	8	23678693	23682927	-1	NKX3-1	protein_coding
ENSG00000182968	13	112067647	112070488	1	SOX1	protein_coding
ENSG00000102878	16	67164681	67169945	1	HSF4	protein_coding
ENSG00000131668	9	93951622	93955372	-1	BARX1	protein_coding
ENSG00000176692	16	86566829	86569728	1	FOXC2	protein_coding
ENSG00000175745	5	93583224	93594615	1	NR2F1	protein_coding
ENSG00000177485	X	120250752	120258398	1	ZBTB33	protein_coding
ENSG00000204366	6	31899607	31901992	-1	ZBTB12	protein_coding
ENSG00000168875	3	137764284	137766338	1	SOX14	protein_coding
ENSG00000108788	17	42567068	42573239	1	MLX	protein_coding
ENSG00000148516	10	31318495	31529814	1	ZEB1	protein_coding
ENSG00000177508	16	54283304	54286763	-1	IRX3	protein_coding
ENSG00000106852	9	122202577	122229626	-1	LHX6	protein_coding
ENSG00000125398	17	72121020	72126420	1	SOX9	protein_coding
ENSG00000164736	8	54457935	54460888	1	SOX17	protein_coding
ENSG00000148737	10	112950250	113167678	1	TCF7L2	protein_coding
ENSG00000109851	11	20156155	20160613	-1	DBX1	protein_coding
ENSG00000151623	4	148078762	148444698	-1	NR3C2	protein_coding
ENSG00000116044	2	177227595	177392697	-1	NFE2L2	protein_coding
ENSG00000100987	20	25070885	25082365	-1	VSX1	protein_coding
ENSG00000078900	1	3652520	3736201	1	TP73	protein_coding
ENSG00000134107	3	4979116	4985323	1	BHLHE40	protein_coding
ENSG00000140262	15	56918623	57299281	1	TCF12	protein_coding
ENSG00000108511	17	48595751	48604992	-1	HOXB6	protein_coding
ENSG00000233911	CHR_HSCHR6_MHC_COX_CTG1	31156880	31163254	-1	POU5F1	protein_coding
ENSG00000197063	17	81918270	81927714	-1	MAFG	protein_coding
ENSG00000025156	6	122399546	122433119	1	HSF2	protein_coding
ENSG00000227322	CHR_HSCHR6_MHC_COX_CTG1	33115214	33122477	-1	RXRB	protein_coding
ENSG00000187079	11	12674591	12944483	1	TEAD1	protein_coding
ENSG00000105997	7	27106184	27152581	-1	HOXA3	protein_coding
ENSG00000130700	20	62463497	62475970	-1	GATA5	protein_coding
ENSG00000168610	17	42313324	42388568	-1	STAT3	protein_coding
ENSG00000184828	18	48026673	48410752	-1	ZBTB7C	protein_coding
ENSG00000123364	12	53938765	53946544	1	HOXC13	protein_coding
ENSG00000141646	18	51028394	51085045	1	SMAD4	protein_coding
ENSG00000092067	14	23117304	23119616	-1	CEBPE	protein_coding
ENSG00000130675	7	156994051	157010651	-1	MNX1	protein_coding
ENSG00000078399	7	27162435	27175180	-1	HOXA9	protein_coding
ENSG00000101057	20	43667019	43716496	1	MYBL2	protein_coding
ENSG00000152192	13	78598362	78603560	-1	POU4F1	protein_coding
ENSG00000153779	X	89921882	89922883	1	TGIF2LX	protein_coding
ENSG00000112592	6	170554302	170572870	1	TBP	protein_coding
ENSG00000188816	10	123148122	123150672	1	HMX2	protein_coding
ENSG00000163666	3	57197838	57227606	-1	HESX1	protein_coding
ENSG00000185507	11	612553	615999	-1	IRF7	protein_coding
ENSG00000230336	CHR_HSCHR6_MHC_MANN_CTG1	31209245	31215620	-1	POU5F1	protein_coding
ENSG00000184937	11	32387775	32435630	-1	WT1	protein_coding
ENSG00000136574	8	11676959	11760002	1	GATA4	protein_coding
ENSG00000235068	CHR_HSCHR6_MHC_MCF_CTG1	31242859	31249234	-1	POU5F1	protein_coding
ENSG00000277445	CHR_HSCHR15_5_CTG8	82622289	82720771	-1	CPEB1	protein_coding
ENSG00000160113	19	17231883	17245940	-1	NR2F6	protein_coding
ENSG00000126561	17	42287547	42311943	1	STAT5A	protein_coding
ENSG00000245848	19	33299934	33302564	-1	CEBPA	protein_coding
ENSG00000147421	8	28890394	29064764	1	HMBOX1	protein_coding
ENSG00000171056	8	10723768	10730512	-1	SOX7	protein_coding
ENSG00000206454	CHR_HSCHR6_MHC_QBL_CTG1	31156777	31163150	-1	POU5F1	protein_coding
ENSG00000178403	4	112513516	112516172	-1	NEUROG2	protein_coding
ENSG00000125812	20	23362182	23373063	1	GZF1	protein_coding
ENSG00000125798	20	22581005	22585455	-1	FOXA2	protein_coding
ENSG00000180053	8	23702451	23706598	-1	NKX2-6	protein_coding
ENSG00000066336	11	47354860	47378576	-1	SPI1	protein_coding
ENSG00000118513	6	135181315	135219173	1	MYB	protein_coding
ENSG00000180613	4	54099523	54102505	1	GSX2	protein_coding
ENSG00000106004	7	27141052	27143668	-1	HOXA5	protein_coding
ENSG00000131196	18	79395856	79529325	1	NFATC1	protein_coding
ENSG00000197905	12	2959330	3040673	1	TEAD4	protein_coding
ENSG00000106410	7	144397240	144410227	-1	NOBOX	protein_coding
ENSG00000137309	6	34236873	34246231	1	HMGA1	protein_coding
ENSG00000168505	2	236165236	236168369	-1	GBX2	protein_coding
ENSG00000124827	6	10873223	10881941	-1	GCM2	protein_coding
ENSG00000253293	7	27170591	27180261	-1	HOXA10	protein_coding
ENSG00000128272	22	39519695	39522685	1	ATF4	protein_coding
ENSG00000176678	16	86576368	86582160	1	FOXL1	protein_coding
ENSG00000030419	2	212999691	213152427	-1	IKZF2	protein_coding
ENSG00000115507	2	63050057	63057836	1	OTX1	protein_coding
ENSG00000109132	4	41744082	41748970	-1	PHOX2B	protein_coding
ENSG00000178573	16	79585843	79600714	-1	MAF	protein_coding
ENSG00000106006	7	27145396	27150603	-1	HOXA6	protein_coding
ENSG00000009709	1	18631006	18748866	1	PAX7	protein_coding
ENSG00000197576	7	27128507	27130799	-1	HOXA4	protein_coding
ENSG00000105996	7	27100354	27102811	-1	HOXA2	protein_coding
ENSG00000114861	3	70952817	71583993	-1	FOXP1	protein_coding
ENSG00000131759	17	40309192	40357643	1	RARA	protein_coding
ENSG00000080298	9	3218297	3526004	-1	RFX3	protein_coding
ENSG00000070444	17	2384060	2401118	-1	MNT	protein_coding
ENSG00000198914	2	104855511	104858574	1	POU3F3	protein_coding
ENSG00000165606	10	49364181	49396016	-1	DRGX	protein_coding
ENSG00000178951	19	4044364	4066945	-1	ZBTB7A	protein_coding
ENSG00000106511	7	15611212	15686812	-1	MEOX2	protein_coding
ENSG00000128709	2	176122720	176124937	1	HOXD9	protein_coding
ENSG00000077150	10	102394110	102402529	1	NFKB2	protein_coding
ENSG00000148704	10	117128521	117138301	-1	VAX1	protein_coding
ENSG00000196843	2	96536743	96552638	1	ARID5A	protein_coding
ENSG00000140968	16	85898803	85922609	1	IRF8	protein_coding
ENSG00000276194	CHR_HSCHR17_7_CTG4	37690967	37749771	-1	HNF1B	protein_coding
ENSG00000274577	CHR_HSCHR17_7_CTG4	36938617	36946445	1	LHX1	protein_coding
ENSG00000136826	9	107484852	107490482	-1	KLF4	protein_coding
ENSG00000198740	17	49289206	49362473	-1	ZNF652	protein_coding
ENSG00000151650	10	133237404	133241929	1	VENTX	protein_coding
ENSG00000125817	20	3783851	3786690	-1	CENPB	protein_coding
ENSG00000005102	17	43640388	43661954	-1	MEOX1	protein_coding
ENSG00000132005	19	13961538	14007039	-1	RFX1	protein_coding
ENSG00000114315	3	194136145	194138732	1	HES1	protein_coding
ENSG00000179111	17	8120590	8124092	-1	HES7	protein_coding
ENSG00000122592	7	27153716	27157936	-1	HOXA7	protein_coding
ENSG00000179348	3	128479427	128493185	-1	GATA2	protein_coding
ENSG00000182944	22	29268009	29300525	1	EWSR1	protein_coding
ENSG00000109101	17	28506243	28538896	1	FOXN1	protein_coding
ENSG00000175879	2	176129694	176132695	1	HOXD8	protein_coding
ENSG00000120690	13	40932028	41061440	-1	ELF1	protein_coding
ENSG00000162086	16	3305406	3318852	1	ZNF75A	protein_coding
ENSG00000132170	3	12287368	12434356	1	PPARG	protein_coding
ENSG00000118922	13	73686089	73995056	-1	KLF12	protein_coding
ENSG00000186951	22	46150521	46243756	1	PPARA	protein_coding
ENSG00000183734	11	2268495	2270952	-1	ASCL2	protein_coding
ENSG00000122877	10	62811996	62919900	-1	EGR2	protein_coding
ENSG00000185551	15	96325938	96340263	1	NR2F2	protein_coding
ENSG00000172845	2	173906459	173965702	-1	SP3	protein_coding
ENSG00000125816	20	21395367	21398028	-1	NKX2-4	protein_coding
ENSG00000108813	17	49968970	49974959	1	DLX4	protein_coding
ENSG00000197579	9	32540544	32552553	-1	TOPORS	protein_coding
ENSG00000154727	21	25734570	25772460	1	GABPA	protein_coding
ENSG00000178665	7	55887475	55942530	1	ZNF713	protein_coding
ENSG00000005073	7	27181510	27185223	-1	HOXA11	protein_coding
ENSG00000150907	13	40469953	40666597	-1	FOXO1	protein_coding
ENSG00000177374	17	2054154	2063241	1	HIC1	protein_coding
ENSG00000125813	20	21705659	21718486	1	PAX1	protein_coding
ENSG00000107485	10	8045378	8075203	1	GATA3	protein_coding
ENSG00000106031	7	27193503	27200106	-1	HOXA13	protein_coding
ENSG00000163497	2	218981087	218985657	-1	FEV	protein_coding
ENSG00000118260	2	207529737	207603431	1	CREB1	protein_coding
ENSG00000116017	19	925781	975934	1	ARID3A	protein_coding
ENSG00000164683	8	79764010	79767863	-1	HEY1	protein_coding
ENSG00000198081	18	5289019	5297053	-1	ZBTB14	protein_coding
ENSG00000071794	3	149030127	149086554	-1	HLTF	protein_coding
ENSG00000273529	CHR_HSCHR1_1_CTG3	2528745	2530245	-1	HES5	protein_coding
ENSG00000274636	CHR_HSCHR16_3_CTG1	4314761	4339597	1	GLIS2	protein_coding
ENSG00000181827	15	56087280	56243266	-1	RFX7	protein_coding
ENSG00000168826	4	4290251	4321786	1	ZBTB49	protein_coding
ENSG00000106536	7	38977998	39493095	1	POU6F2	protein_coding
ENSG00000170370	10	117542444	117549546	1	EMX2	protein_coding
ENSG00000116035	2	70900590	70965373	1	VAX2	protein_coding
ENSG00000228333	CHR_HSCHR6_MHC_DBB_CTG1	33171494	33178594	-1	RXRB	protein_coding
ENSG00000121075	17	61452404	61485110	1	TBX4	protein_coding
ENSG00000177463	3	14947584	15053600	1	NR2C2	protein_coding
ENSG00000128645	2	176188579	176190907	1	HOXD1	protein_coding
ENSG00000148826	10	132783179	132786052	-1	NKX6-2	protein_coding
ENSG00000051108	16	56932048	56944863	1	HERPUD1	protein_coding
ENSG00000006468	7	13891228	13991425	-1	ETV1	protein_coding
ENSG00000071564	19	1609290	1652605	-1	TCF3	protein_coding
ENSG00000172238	4	93828753	93830964	1	ATOH1	protein_coding
ENSG00000010030	6	36354091	36387800	-1	ETV7	protein_coding
ENSG00000128604	7	128937612	128950035	1	IRF5	protein_coding
ENSG00000128713	2	176104216	176109754	1	HOXD11	protein_coding
ENSG00000087903	19	5993164	6199572	-1	RFX2	protein_coding
ENSG00000107859	10	102230186	102241474	-1	PITX3	protein_coding
ENSG00000125820	20	21511010	21514026	-1	NKX2-2	protein_coding
ENSG00000064195	17	49990005	49995224	-1	DLX3	protein_coding
ENSG00000167840	17	5105541	5123116	-1	ZNF232	protein_coding
ENSG00000068305	15	99565417	99716466	1	MEF2A	protein_coding
ENSG00000103241	16	86510527	86515418	1	FOXF1	protein_coding
ENSG00000206366	CHR_HSCHR6_MHC_QBL_CTG1	31889987	31892374	-1	ZBTB12	protein_coding
ENSG00000163132	4	4859666	4863936	1	MSX1	protein_coding
ENSG00000206289	CHR_HSCHR6_MHC_QBL_CTG1	33122398	33129499	-1	RXRB	protein_coding
ENSG00000137203	6	10393186	10419659	-1	TFAP2A	protein_coding
ENSG00000160199	21	42974510	43033931	1	PKNOX1	protein_coding
ENSG00000007372	11	31784779	31818062	-1	PAX6	protein_coding
ENSG00000100219	22	28794555	28800597	-1	XBP1	protein_coding
ENSG00000114439	3	107522936	107811324	1	BBX	protein_coding
ENSG00000221869	8	47736909	47739086	-1	CEBPD	protein_coding
ENSG00000146592	7	28299321	28825894	1	CREB5	protein_coding
ENSG00000196092	9	36833275	37034185	-1	PAX5	protein_coding
ENSG00000203883	20	64047582	64049641	-1	SOX18	protein_coding
ENSG00000174279	2	176077472	176083913	-1	EVX2	protein_coding
ENSG00000128714	2	176092891	176095938	1	HOXD13	protein_coding
ENSG00000275746	CHR_HSCHR15_4_CTG8	31478417	31529455	1	KLF13	protein_coding
ENSG00000281306	CHR_HG2066_PATCH	44648727	44660791	1	ZNF35	protein_coding
ENSG00000281518	CHR_HG986_PATCH	41361660	41383814	1	FOXO6	protein_coding
ENSG00000284792	CHR_HG2334_PATCH	87863440	87966341	1	PTEN	protein_coding
ENSG00000283949	CHR_HG2023_PATCH	190107292	190108563	1	DUX4	protein_coding
ENSG00000283847	CHR_HG2266_PATCH	107168961	107202529	1	HBP1	protein_coding
ENSG00000285109	CHR_HG76_PATCH	8192811	8275840	-1	GATA4	protein_coding
ENSG00000285438	CHR_HG76_PATCH	9221396	9228140	1	SOX7	protein_coding
ENSG00000284774	CHR_HG2419_PATCH	144291591	144314722	1	HSF1	protein_coding
ENSG00000284923	CHR_HG2419_PATCH	144330565	144336281	-1	SCRT1	protein_coding
ENSG00000285493	CHR_HG1_PATCH	24080106	24115013	-1	NRL	protein_coding
ENSG00000285048	CHR_HG1_PATCH	24161052	24166564	1	IRF9	protein_coding
ENSG00000282899	CHR_HSCHR1_4_CTG3	23513894	23538684	-1	E2F2	protein_coding
ENSG00000285328	CHR_HSCHR7_3_CTG4_4	144492133	144505111	-1	NOBOX	protein_coding
